Metagenomics Sample Number	Sequence file names_R1	Sequence file names_R2	Diet Name	Diet Order Group Number	Diet Order Names	Time Point	Phase Day & Time	Animal Name - Tattoo 2	Animal Name	Animal Tattoo	Gender	age (yr)	BW	Location	Breed	Mean(ACT~Body Weight~WEIGH~kg)	Median(ACT~Body Weight~WEIGH~kg)	Min(ACT~Body Weight~WEIGH~kg)	Max(ACT~Body Weight~WEIGH~kg)	Range(ACT~Body Weight~WEIGH~kg)	Std Dev(ACT~Body Weight~WEIGH~kg)	Std Err(ACT~Body Weight~WEIGH~kg)	Ash_Diet	Phosphorus_Diet	Fiber Soluble_Diet	Fiber Total Dietary_Diet	Protein Crude_Diet	Starch_Diet	Sugars - Total_Diet	Total Digestible Carbohydrate_Diet	Fat Crude_Diet	Monounsaturated Fatty Acids_Diet	Omega 3 Sum_Diet	Omega 6 Sum_Diet	Polyunsaturated Fatty Acids_Diet	Mean(Feeding_Info~total_intake_gms (per MBW))	Median(Feeding_Info~total_intake_gms (per MBW))	Min(Feeding_Info~total_intake_gms (per MBW))	Max(Feeding_Info~total_intake_gms (per MBW))	Std Dev(Feeding_Info~total_intake_gms (per MBW))	Std Err(Feeding_Info~total_intake_gms (per MBW))	Diet Metabolizable Energy (per kg as fed)	Mean(Feeding_Info~total_intake_kcal (per MBW))	Protein Crude_Dog Intake (per MBW)	Fat Crude_Dog Intake (per MBW)	Total Digestible Carbohydrate_Dog Intake (per MBW)	Fiber Total Dietary_Dog Intake (per MBW)	Ash_Dog Intake (per MBW)	Phosphorus_Dog Intake (per MBW)	Fiber Insoluble_Dog Intake (per MBW)	Fiber Soluble_Dog Intake (per MBW)	Starch_Dog Intake (per MBW)	Sugars - Total_Dog Intake (per MBW)	Monounsaturated Fatty Acids_Dog Intake (per MBW)	Omega 3 Sum_Dog Intake (per MBW)	Omega 6 Sum_Dog Intake (per MBW)	Polyunsaturated Fatty Acids_Dog Intake (per MBW)	True Protein Digestibility	Apparent Fat Digestibility	Apparent Carbohydrate Digestibility	Apparent Fiber Digestibility	Fecal Bypass True Protein (g per MBW)	Fecal Bypass Fat (g per MBW)	Fecal Bypass Carbohydrate (g per MBW)	Fecal Bypass Fiber (g per MBW)
F-50179205-003S	F-50179205-003S_S75_L002_R1_001.fastq.gz	F-50179205-003S_S75_L002_R2_001.fastq.gz	LoCHO_FAT	2	LoCHO_FAT - LoCHO_PROT	T1	T-34-0hr	RC-1535511	RC	1535511	Neutered Male	9.454794521	11.8	B5-21-20	Beagle	10.82	10.8	10.6	11	0.4	0.178885438	0.08	5.66	0.58	1.7	14.2	30.94	4.6	0.97	5.57	32.76	10.32	1.77	4.35	6.22	19.56510545	19.63894008	18.59323044	20.25664712	0.41675458	0.070444381	4168.205	81.55137037	6.053443627	6.409528546	1.089776374	2.778244974	1.107384969	0.113477612	2.445638181	0.332606793	0.899994851	0.189781523	2.019118883	0.346302367	0.851082087	1.216949559	86.1	94.2	53	0.6	0.841428664	0.371752656	0.512194896	2.761575504
F-50179135-003S	F-50179135-003S_S42_L002_R1_001.fastq.gz	F-50179135-003S_S42_L002_R2_001.fastq.gz	HiCHO	2	LoCHO_FAT - LoCHO_PROT	Prefeed	P-27-0hr	ROGUE-1569474	ROGUE	1569474	Spayed Female	9.317808219	9.3	B5-14-02	Beagle	9	9	8.8	9.2	0.4	0.182574186	0.091287093	4.89	0.68	2.1	10.6	23.69	35.5	1.1	36.6	14.63	5.17	0.45	3.61	4.09	18.14312689	16.7958361	14.55521947	31.53809508	4.407220881	0.791560237	3767.895	68.36139711	4.298106761	2.654339465	6.640384443	1.923171451	0.887198905	0.123373263	1.542165786	0.381005665	6.440810048	0.199574396	0.93799966	0.081644071	0.654966881	0.74205389	89.7	89.8	88	2.3	0.442704996	0.270742625	0.796846133	1.878938508
F-50179251-003S	F-50179251-003S_S111_L002_R1_001.fastq.gz	F-50179251-003S_S111_L002_R2_001.fastq.gz	LoCHO_PROT	2	LoCHO_FAT - LoCHO_PROT	T2	T-69-0hr	ROGUE-1569474	ROGUE	1569474	Spayed Female	9.317808219	9.3	B5-14-02	Beagle	8.46	8.5	8.3	8.6	0.3	0.114017543	0.050990195	8.55	1.2	0.7	13.6	49.31	6.4	0.74	7.14	15.12	5.59	0.57	3.08	3.67	29.50283387	33.64281261	12.85629354	35.1738476	6.99240528	1.199187612	3688.95	108.834479	14.54784738	4.460828482	2.106502339	4.012385407	2.522492296	0.354034006	3.80586557	0.206519837	1.888181368	0.218320971	1.649208413	0.168166153	0.908687283	1.082754003	94.6	90.4	61	-0.4	0.785583759	0.428239534	0.821535912	4.028434949
F-50179249-003S	F-50179249-003S_S76_L002_R1_001.fastq.gz	F-50179249-003S_S76_L002_R2_001.fastq.gz	LoCHO_FAT	2	LoCHO_FAT - LoCHO_PROT	T1	T-34-0hr	ROGUE-1569474	ROGUE	1569474	Spayed Female	9.317808219	9.3	B5-14-02	Beagle	8.22	8.2	8	8.5	0.5	0.228035085	0.10198039	5.66	0.58	1.7	14.2	30.94	4.6	0.97	5.57	32.76	10.32	1.77	4.35	6.22	16.88763522	15.46197929	13.57892339	20.84303628	2.759884415	0.466505611	4168.205	70.39112557	5.225034337	5.532389298	0.940641282	2.398044201	0.955840153	0.097948284	2.110954402	0.287089799	0.77683122	0.163810062	1.742803955	0.298911143	0.734612132	1.050410911	86.1	94.2	53	0.6	0.726279773	0.320878579	0.442101403	2.383655936
F-50179139-003S	F-50179139-003S_S43_L002_R1_001.fastq.gz	F-50179139-003S_S43_L002_R2_001.fastq.gz	HiCHO	1	LoCHO_PROT - LoCHO_FAT	Prefeed	P-27-0hr	SAUSAGE-3253997	SAUSAGE	3253997	Neutered Male	3.120547945	10.6	B5-11-12	Beagle	10.325	10.3	10.2	10.5	0.3	0.15	0.075	4.89	0.68	2.1	10.6	23.69	35.5	1.1	36.6	14.63	5.17	0.45	3.61	4.09	32.69078892	32.46256594	29.2594624	38.50488849	1.884767564	0.338514248	3767.895	123.1754601	7.744447894	4.782662418	11.96482874	3.465223625	1.598579578	0.222297365	2.778717058	0.686506567	11.60523006	0.359598678	1.690113787	0.14710855	1.18013748	1.337053267	89.7	89.8	88	2.3	0.797678133	0.487831567	1.435779449	3.385523482
F-50179257-003S	F-50179257-003S_S77_L002_R1_001.fastq.gz	F-50179257-003S_S77_L002_R2_001.fastq.gz	LoCHO_PROT	1	LoCHO_PROT - LoCHO_FAT	T1	T-34-0hr	SAUSAGE-3253997	SAUSAGE	3253997	Neutered Male	3.120547945	10.6	B5-11-12	Beagle	10.38	10.4	10.3	10.5	0.2	0.083666003	0.037416574	8.55	1.2	0.7	13.6	49.31	6.4	0.74	7.14	15.12	5.59	0.57	3.08	3.67	35.35906351	35.56689142	33.74223233	36.52509685	0.680509223	0.116706369	3688.95	130.4378173	17.43555422	5.346290403	2.524637135	4.808832638	3.02319993	0.424308762	4.561319193	0.247513445	2.262980065	0.26165707	1.97657165	0.201546662	1.089059156	1.297677631	94.6	90.4	61	-0.4	0.941519928	0.513243879	0.984608483	4.828067969
F-50179259-003S	F-50179259-003S_S112_L002_R1_001.fastq.gz	F-50179259-003S_S112_L002_R2_001.fastq.gz	LoCHO_FAT	1	LoCHO_PROT - LoCHO_FAT	T2	T-69-0hr	SAUSAGE-3253997	SAUSAGE	3253997	Neutered Male	3.120547945	10.6	B5-11-12	Beagle	9.86	9.8	9.6	10.2	0.6	0.279284801	0.12489996	5.66	0.58	1.7	14.2	30.94	4.6	0.97	5.57	32.76	10.32	1.77	4.35	6.22	29.69185512	28.14573536	27.26197973	33.55425997	2.468134429	0.417190863	4168.205	123.761739	9.186659973	9.727051736	1.65383633	4.216243427	1.680559	0.17221276	3.71148189	0.504761537	1.365825335	0.288010995	3.064199448	0.525545836	1.291595698	1.846833388	86.1	94.2	53	0.6	1.276945736	0.564169001	0.777303075	4.190945966
F-50179120-003S	F-50179120-003S_S44_L002_R1_001.fastq.gz	F-50179120-003S_S44_L002_R2_001.fastq.gz	HiCHO	1	LoCHO_PROT - LoCHO_FAT	Prefeed	P-27-0hr	SLIMJIM-3574556	SLIMJIM	3574556	Neutered Male	2.005479452	9.5	B6-44-15	Beagle	9.95	10	9.7	10.1	0.4	0.173205081	0.08660254	4.89	0.68	2.1	10.6	23.69	35.5	1.1	36.6	14.63	5.17	0.45	3.61	4.09	34.74762784	35.11385475	31.48115491	36.02354011	1.122088832	0.201533104	3767.895	130.9254132	8.231713036	5.083577953	12.71763179	3.683248551	1.699159001	0.236283869	2.953548366	0.729700185	12.33540788	0.382223906	1.796452359	0.156364325	1.254389365	1.421177979	89.7	89.8	88	2.3	0.847866443	0.518524951	1.526115815	3.598533834
F-50179217-003S	F-50179217-003S_S78_L002_R1_001.fastq.gz	F-50179217-003S_S78_L002_R2_001.fastq.gz	LoCHO_PROT	1	LoCHO_PROT - LoCHO_FAT	T1	T-34-0hr	SLIMJIM-3574556	SLIMJIM	3574556	Neutered Male	2.005479452	9.5	B6-44-15	Beagle	10.36	10.3	10.1	10.6	0.5	0.230217289	0.102956301	8.55	1.2	0.7	13.6	49.31	6.4	0.74	7.14	15.12	5.59	0.57	3.08	3.67	37.77910544	37.76800831	33.71260693	39.00778079	0.973051455	0.166876948	3688.95	139.365231	18.62887689	5.712200742	2.697428128	5.137958339	3.230113515	0.453349265	4.873504601	0.264453738	2.417862748	0.27956538	2.111851994	0.215340901	1.163596447	1.38649317	94.6	90.4	61	-0.4	1.005959352	0.548371271	1.05199697	5.158510172
F-50179219-003S	F-50179219-003S_S113_L002_R1_001.fastq.gz	F-50179219-003S_S113_L002_R2_001.fastq.gz	LoCHO_FAT	1	LoCHO_PROT - LoCHO_FAT	T2	T-69-0hr	SLIMJIM-3574556	SLIMJIM	3574556	Neutered Male	2.005479452	9.5	B6-44-15	Beagle	10.4	10.4	10.3	10.5	0.2	0.070710678	0.031622777	5.66	0.58	1.7	14.2	30.94	4.6	0.97	5.57	32.76	10.32	1.77	4.35	6.22	27.98732398	27.65471619	26.74438553	30.64030656	0.880738739	0.148872019	4168.205	116.6569037	8.659278039	9.168647336	1.558893946	3.974200005	1.584082537	0.162326479	3.498415497	0.475784508	1.287416903	0.271477043	2.888291835	0.495375634	1.217448593	1.740811552	86.1	94.2	53	0.6	1.203639647	0.531781545	0.732680155	3.950354805
F-50179081-003S	F-50179081-003S_S45_L002_R1_001.fastq.gz	F-50179081-003S_S45_L002_R2_001.fastq.gz	HiCHO	1	LoCHO_PROT - LoCHO_FAT	Prefeed	P-27-0hr	SNAPPLE-1535812	SNAPPLE	1535812	Spayed Female	9.454794521	7.4	B6-42-08	Beagle	7.575	7.6	7.4	7.7	0.3	0.15	0.075	4.89	0.68	2.1	10.6	23.69	35.5	1.1	36.6	14.63	5.17	0.45	3.61	4.09	28.85161027	28.97474099	24.01347076	30.503598	1.110730114	0.199493018	3767.895	108.7098381	6.834946473	4.220990582	10.55968936	3.058270688	1.410843742	0.19619095	2.452386872	0.605883816	10.24232165	0.317367713	1.491628251	0.129832246	1.041543131	1.18003086	89.7	89.8	88	2.3	0.703999487	0.430541039	1.267162723	2.987930462
F-50179157-003S	F-50179157-003S_S79_L002_R1_001.fastq.gz	F-50179157-003S_S79_L002_R2_001.fastq.gz	LoCHO_PROT	1	LoCHO_PROT - LoCHO_FAT	T1	T-34-0hr	SNAPPLE-1535812	SNAPPLE	1535812	Spayed Female	9.454794521	7.4	B6-42-08	Beagle	7.4	7.4	7.3	7.5	0.2	0.070710678	0.031622777	8.55	1.2	0.7	13.6	49.31	6.4	0.74	7.14	15.12	5.59	0.57	3.08	3.67	26.13221537	26.39019472	16.93907935	32.31798034	4.908634723	0.84182391	3688.95	96.40043588	12.8857954	3.951190964	1.865840177	3.55398129	2.234304414	0.313586584	3.371055782	0.182925508	1.672461784	0.193378394	1.460790839	0.148953628	0.804872233	0.959052304	94.6	90.4	61	-0.4	0.695832952	0.379314333	0.727677669	3.568197215
F-50179159-003S	F-50179159-003S_S114_L002_R1_001.fastq.gz	F-50179159-003S_S114_L002_R2_001.fastq.gz	LoCHO_FAT	1	LoCHO_PROT - LoCHO_FAT	T2	T-69-0hr	SNAPPLE-1535812	SNAPPLE	1535812	Spayed Female	9.454794521	7.4	B6-42-08	Beagle	7.16	7.2	7.1	7.2	0.1	0.054772256	0.024494897	5.66	0.58	1.7	14.2	30.94	4.6	0.97	5.57	32.76	10.32	1.77	4.35	6.22	25.34801846	25.48112805	23.20602733	26.39116834	0.861842258	0.14567793	4168.205	105.6557373	7.842676911	8.304010847	1.411884628	3.599418621	1.434697845	0.147018507	3.168502307	0.430916314	1.166008849	0.245875779	2.615915505	0.448659927	1.102638803	1.576646748	86.1	94.2	53	0.6	1.090132091	0.481632629	0.663585775	3.577822109
F-50179105-003S	F-50179105-003S_S46_L002_R1_001.fastq.gz	F-50179105-003S_S46_L002_R2_001.fastq.gz	HiCHO	1	LoCHO_PROT - LoCHO_FAT	Prefeed	P-27-0hr	SOONER-CFGCPT	SOONER	CFGCPT	Spayed Female	5.284931507	9	B6-44-04	Beagle	8.375	8.35	8.2	8.6	0.4	0.170782513	0.085391256	4.89	0.68	2.1	10.6	23.69	35.5	1.1	36.6	14.63	5.17	0.45	3.61	4.09	32.86670101	32.42727974	30.54227099	41.65491298	2.689450408	0.483039553	3767.895	123.8382784	7.786121469	4.808398358	12.02921257	3.483870307	1.607181679	0.223493567	2.793669586	0.690200721	11.66767886	0.361533711	1.699208442	0.147900155	1.186487906	1.344248071	89.7	89.8	88	2.3	0.801970511	0.490456633	1.443505508	3.40374129
F-50179182-003S	F-50179182-003S_S80_L002_R1_001.fastq.gz	F-50179182-003S_S80_L002_R2_001.fastq.gz	LoCHO_PROT	1	LoCHO_PROT - LoCHO_FAT	T1	T-34-0hr	SOONER-CFGCPT	SOONER	CFGCPT	Spayed Female	5.284931507	9	B6-44-04	Beagle	8.52	8.6	8.2	8.8	0.6	0.258843582	0.115758369	8.55	1.2	0.7	13.6	49.31	6.4	0.74	7.14	15.12	5.59	0.57	3.08	3.67	33.99433768	35.08619506	8.384463672	36.24078111	4.987074594	0.855276237	3688.95	125.403412	16.76260791	5.139943857	2.42719571	4.623229924	2.906515872	0.407932052	4.38526956	0.237960364	2.175637612	0.251558099	1.900283476	0.193767725	1.047025601	1.247592193	94.6	90.4	61	-0.4	0.905180827	0.49343461	0.946606327	4.641722844
F-50179184-003S	F-50179184-003S_S115_L002_R1_001.fastq.gz	F-50179184-003S_S115_L002_R2_001.fastq.gz	LoCHO_FAT	1	LoCHO_PROT - LoCHO_FAT	T2	T-69-0hr	SOONER-CFGCPT	SOONER	CFGCPT	Spayed Female	5.284931507	9	B6-44-04	Beagle	8.16	8.1	8	8.5	0.5	0.194935887	0.087177979	5.66	0.58	1.7	14.2	30.94	4.6	0.97	5.57	32.76	10.32	1.77	4.35	6.22	29.80145121	28.38025401	-0.195721257	35.6149506	6.265257861	1.059021868	4168.205	124.2185579	9.220569003	9.762955415	1.659940832	4.231806071	1.686762138	0.172848417	3.7251814	0.506624671	1.370866755	0.289074077	3.075509764	0.527485686	1.296363127	1.853650265	86.1	94.2	53	0.6	1.281659091	0.566251414	0.780172191	4.206415235
F-50179095-003S	F-50179095-003S_S47_L002_R1_001.fastq.gz	F-50179095-003S_S47_L002_R2_001.fastq.gz	HiCHO	1	LoCHO_PROT - LoCHO_FAT	Prefeed	P-27-0hr	TANDA-2329353	TANDA	2329353	Spayed Female	6.328767123	8.2	B7-54-15	Beagle	7.525	7.5	7.5	7.6	0.1	0.05	0.025	4.89	0.68	2.1	10.6	23.69	35.5	1.1	36.6	14.63	5.17	0.45	3.61	4.09	33.1377818	33.98010944	27.96403104	41.80670189	4.132289309	0.742181069	3767.895	124.8596824	7.850340509	4.848057477	12.12842814	3.512604871	1.62043753	0.225336916	2.816711453	0.695893418	11.76391254	0.3645156	1.713223319	0.149120018	1.196273923	1.355335276	89.7	89.8	88	2.3	0.808585072	0.494501863	1.455411377	3.431814959
F-50179188-003S	F-50179188-003S_S81_L002_R1_001.fastq.gz	F-50179188-003S_S81_L002_R2_001.fastq.gz	LoCHO_PROT	1	LoCHO_PROT - LoCHO_FAT	T1	T-34-0hr	TANDA-2329353	TANDA	2329353	Spayed Female	6.328767123	8.2	B7-54-15	Beagle	8	8	7.6	8.3	0.7	0.273861279	0.122474487	8.55	1.2	0.7	13.6	49.31	6.4	0.74	7.14	15.12	5.59	0.57	3.08	3.67	43.63471499	44.77965356	37.0692103	46.05103711	2.712334794	0.46516158	3688.95	160.9662819	21.51627796	6.597568907	3.115518651	5.934321239	3.730768132	0.52361658	5.628878234	0.305443005	2.79262176	0.322896891	2.439180568	0.248717875	1.343949222	1.60139404	94.6	90.4	61	-0.4	1.16187901	0.633366615	1.215052274	5.958058524
F-50179190-003S	F-50179190-003S_S116_L002_R1_001.fastq.gz	F-50179190-003S_S116_L002_R2_001.fastq.gz	LoCHO_FAT	1	LoCHO_PROT - LoCHO_FAT	T2	T-69-0hr	TANDA-2329353	TANDA	2329353	Spayed Female	6.328767123	8.2	B7-54-15	Beagle	8.06	8.1	7.7	8.4	0.7	0.270185122	0.12083046	5.66	0.58	1.7	14.2	30.94	4.6	0.97	5.57	32.76	10.32	1.77	4.35	6.22	33.98029932	33.44063223	32.60593795	35.91203736	1.246325382	0.21066744	4168.205	141.6368535	10.51350461	11.13194606	1.892702672	4.825202503	1.923284941	0.197085736	4.247537415	0.577665088	1.563093769	0.329608903	3.506766889	0.601451298	1.47814302	2.113574617	86.1	94.2	53	0.6	1.461377141	0.645652871	0.889570256	4.796251288
F-50179089-003S	F-50179089-003S_S48_L002_R1_001.fastq.gz	F-50179089-003S_S48_L002_R2_001.fastq.gz	HiCHO	1	LoCHO_PROT - LoCHO_FAT	Prefeed	P-27-0hr	VIXEY-CJS-1	VIXEY	CJS-1	Spayed Female	8.095890411	8.8	B7-53-19	Beagle	8.65	8.7	8.5	8.7	0.2	0.1	0.05	4.89	0.68	2.1	10.6	23.69	35.5	1.1	36.6	14.63	5.17	0.45	3.61	4.09	20.67805827	20.92504621	18.75357915	21.7146706	0.856326194	0.153800725	3767.895	77.91275236	4.898632004	3.025199925	7.568169326	2.191874177	1.011157049	0.140610796	1.757634953	0.434239224	7.340710685	0.227458641	1.069055613	0.093051262	0.746477904	0.845732583	89.7	89.8	88	2.3	0.504559096	0.308570392	0.908180319	2.141461071
F-50179201-003S	F-50179201-003S_S82_L002_R1_001.fastq.gz	F-50179201-003S_S82_L002_R2_001.fastq.gz	LoCHO_PROT	1	LoCHO_PROT - LoCHO_FAT	T1	T-34-0hr	VIXEY-CJS-1	VIXEY	CJS-1	Spayed Female	8.095890411	8.8	B7-53-19	Beagle	8.7	8.7	8.6	8.8	0.2	0.070710678	0.031622777	8.55	1.2	0.7	13.6	49.31	6.4	0.74	7.14	15.12	5.59	0.57	3.08	3.67	22.51155462	22.40536848	21.33361699	23.49132546	0.579559333	0.099393606	3688.95	83.0439994	11.10044758	3.403747058	1.607325	3.061571428	1.92473792	0.270138655	2.903990546	0.157580882	1.440739495	0.166585504	1.258395903	0.128315861	0.693355882	0.826174054	94.6	90.4	61	-0.4	0.599424169	0.326759718	0.62685675	3.073817714
F-50179203-003S	F-50179203-003S_S117_L002_R1_001.fastq.gz	F-50179203-003S_S117_L002_R2_001.fastq.gz	LoCHO_FAT	1	LoCHO_PROT - LoCHO_FAT	T2	T-69-0hr	VIXEY-CJS-1	VIXEY	CJS-1	Spayed Female	8.095890411	8.8	B7-53-19	Beagle	8.44	8.4	8.2	8.7	0.5	0.207364414	0.092736185	5.66	0.58	1.7	14.2	30.94	4.6	0.97	5.57	32.76	10.32	1.77	4.35	6.22	18.11893787	18.31951572	15.80829887	18.64568585	0.570884078	0.096497022	4168.205	75.52344742	5.605999376	5.935764046	1.009224839	2.572889177	1.025531883	0.10508984	2.264867233	0.308021944	0.833471142	0.175753697	1.869874388	0.3207052	0.788173797	1.126997935	86.1	94.2	53	0.6	0.779233913	0.344274315	0.474335674	2.557451842
F-50179093-003S	F-50179093-003S_S49_L002_R1_001.fastq.gz	F-50179093-003S_S49_L002_R2_001.fastq.gz	HiCHO	2	LoCHO_FAT - LoCHO_PROT	Prefeed	P-27-0hr	WOBBLE-147AE	WOBBLE	147AE	Spayed Female	5.328767123	10.8	B5-23-20	Beagle	10.075	10.05	10	10.2	0.2	0.095742711	0.047871355	4.89	0.68	2.1	10.6	23.69	35.5	1.1	36.6	14.63	5.17	0.45	3.61	4.09	27.16931693	26.82888091	24.87930336	32.5425132	1.6604537	0.298226288	3767.895	102.3711334	6.43641118	3.974871066	9.943969995	2.879947594	1.328579598	0.184751355	2.309391939	0.570555655	9.645107509	0.298862486	1.404653685	0.122261926	0.980812341	1.111225062	89.7	89.8	88	2.3	0.662950352	0.405436849	1.193276399	2.813708799
F-50179211-003S	F-50179211-003S_S118_L002_R1_001.fastq.gz	F-50179211-003S_S118_L002_R2_001.fastq.gz	LoCHO_PROT	2	LoCHO_FAT - LoCHO_PROT	T2	T-69-0hr	WOBBLE-147AE	WOBBLE	147AE	Spayed Female	5.328767123	10.8	B5-23-20	Beagle	9.88	9.8	9.7	10.1	0.4	0.164316767	0.073484692	8.55	1.2	0.7	13.6	49.31	6.4	0.74	7.14	15.12	5.59	0.57	3.08	3.67	34.74778141	34.99012594	30.7120084	36.02354011	1.073769408	0.184149934	3688.95	128.1828282	17.13413101	5.253864549	2.480991593	4.725698272	2.970935311	0.416973377	4.482463802	0.24323447	2.22385801	0.257133582	1.942400981	0.198062354	1.070231667	1.275243578	94.6	90.4	61	-0.4	0.925243075	0.504370997	0.967586721	4.744601065
F-50179209-003S	F-50179209-003S_S83_L002_R1_001.fastq.gz	F-50179209-003S_S83_L002_R2_001.fastq.gz	LoCHO_FAT	2	LoCHO_FAT - LoCHO_PROT	T1	T-34-0hr	WOBBLE-147AE	WOBBLE	147AE	Spayed Female	5.328767123	10.8	B5-23-20	Beagle	9.78	9.8	9.5	10	0.5	0.192353841	0.086023253	5.66	0.58	1.7	14.2	30.94	4.6	0.97	5.57	32.76	10.32	1.77	4.35	6.22	22.447332	22.58414851	20.19501491	23.29003566	0.719659002	0.121644574	4168.205	93.56508149	6.945204521	7.353745964	1.250316392	3.187521144	1.270518991	0.130194526	2.8059165	0.381604644	1.032577272	0.21773912	2.316564663	0.397317776	0.976458942	1.396224051	86.1	94.2	53	0.6	0.965383428	0.426517266	0.587648704	3.168396017
F-50179073-003S	F-50179073-003S_S50_L002_R1_001.fastq.gz	F-50179073-003S_S50_L002_R2_001.fastq.gz	HiCHO	1	LoCHO_PROT - LoCHO_FAT	Prefeed	P-27-0hr	ZERO-1032003	ZERO	1032003	Spayed Female	9.575342466	10.5	B5-21-15	Beagle	9.875	9.85	9.7	10.1	0.4	0.170782513	0.085391256	4.89	0.68	2.1	10.6	23.69	35.5	1.1	36.6	14.63	5.17	0.45	3.61	4.09	23.538065	22.74213391	22.02623528	31.6533735	2.545940531	0.457264418	3767.895	88.68895741	5.576167597	3.443618909	8.614931788	2.49503489	1.151011378	0.160058842	2.000735525	0.494299365	8.356013073	0.258918715	1.21691796	0.105921292	0.849724146	0.962706858	89.7	89.8	88	2.3	0.574345262	0.351249129	1.033791815	2.437649088
F-50179165-003S	F-50179165-003S_S84_L002_R1_001.fastq.gz	F-50179165-003S_S84_L002_R2_001.fastq.gz	LoCHO_PROT	1	LoCHO_PROT - LoCHO_FAT	T1	T-34-0hr	ZERO-1032003	ZERO	1032003	Spayed Female	9.575342466	10.5	B5-21-15	Beagle	9.72	9.7	9.6	9.8	0.2	0.083666003	0.037416574	8.55	1.2	0.7	13.6	49.31	6.4	0.74	7.14	15.12	5.59	0.57	3.08	3.67	24.22967777	24.38642937	19.64920369	25.11985582	1.048083987	0.179744921	3688.95	89.38206981	11.94765411	3.663527279	1.729998993	3.295236177	2.071637449	0.290756133	3.125628433	0.169607744	1.550699377	0.179299615	1.354438987	0.138109163	0.746274075	0.889229174	94.6	90.4	61	-0.4	0.645173322	0.351698619	0.674699607	3.308417122
F-50179167-003S	F-50179167-003S_S119_L002_R1_001.fastq.gz	F-50179167-003S_S119_L002_R2_001.fastq.gz	LoCHO_FAT	1	LoCHO_PROT - LoCHO_FAT	T2	T-69-0hr	ZERO-1032003	ZERO	1032003	Spayed Female	9.575342466	10.5	B5-21-15	Beagle	9.86	9.8	9.7	10	0.3	0.134164079	0.06	5.66	0.58	1.7	14.2	30.94	4.6	0.97	5.57	32.76	10.32	1.77	4.35	6.22	26.33094856	26.19893826	24.56150462	27.38550291	0.524888869	0.088722412	4168.205	109.7527915	8.146795486	8.62601875	1.466633835	3.738994696	1.490331689	0.152719502	3.29136857	0.447626126	1.211223634	0.255410201	2.717353892	0.46605779	1.145396263	1.637785001	86.1	94.2	53	0.6	1.132404573	0.500309088	0.689317902	3.716560728
